id,name,category,summary,best_for,pricing_label,free_plan_signal,verification_status,last_checked,profile_url,source_url,monetized
steve-ai,Steve.AI,Writing & Content,Steve.AI review - AI video maker with animated characters,Pricing:,Free | $20/mo,true,destination-checked,2026-09-22,https://artificial.one/tools/steve-ai.html,https://steve.ai,true
stickermule-logo,StickerMule - logo,AI design,AI-relevant AppSumo catalogue record for StickerMule - logo; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/sticker-mule-custom-t-shirts.html,,true
stori,STORI,AI writing,AI-relevant AppSumo catalogue record for STORI; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/stori.html,,true
storydoc,Storydoc,Marketing automation,AI-relevant AppSumo catalogue record for Storydoc; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/storydoc.html,,true
supapass,SupaPass,AI video,AI-relevant AppSumo catalogue record for SupaPass; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/supapass-premium-website-builder.html,,true
superbuzz,SuperBuzz,Business software,AI-relevant AppSumo catalogue record for SuperBuzz; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/superbuzz.html,,true
supercopy-ai,SuperCopy.ai,Writing & Content,"Complete SuperCopy.ai review covering features, pricing, and exclusive lifetime deal","SuperCopy.ai is an excellent solution for Copywriters, marketing agencies.",lifetime deal vs Subscription,false,destination-checked,2026-09-22,https://artificial.one/tools/supercopyai-review.html,,true
supermachine-bf-early-special-23,SUPERMACHINE - BF early special 23,AI design,AI-relevant AppSumo catalogue record for SUPERMACHINE - BF early special 23; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/supermachine.html,,true
swish,Swish,SEO and growth,AI-relevant AppSumo catalogue record for Swish; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/swish.html,,true
taskade,Taskade,Writing & Content,Taskade review - AI productivity workspace for teams,Pricing:,Free | $8/mo,true,destination-checked,2026-09-22,https://artificial.one/tools/taskade.html,https://taskade.com,true
testimonial-hunt,Testimonial Hunt,AI video,AI-relevant AppSumo catalogue record for Testimonial Hunt; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/testimonial-hunt.html,,true
textmetrics-sme,Textmetrics SME,AI writing,AI-relevant AppSumo catalogue record for Textmetrics SME; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/textmetrics.html,,true
textwizard,TextWizard,AI writing,AI-relevant AppSumo catalogue record for TextWizard; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/textwizard.html,,true
tiledesk,Tiledesk,Marketing automation,AI-relevant AppSumo catalogue record for Tiledesk; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/tiledesk.html,,true
tinyemail,tinyEmail,Marketing automation,AI-relevant AppSumo catalogue record for tinyEmail; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/tinyemail.html,,true
trebble,Trebble,Voice & Audio,"Complete Trebble review covering features, pricing, and exclusive AppSumo lifetime deal. Trebble offers voice or audio features with lifetime access via AppSumo",,Lifetime Deal,false,destination-checked,2026-09-22,https://artificial.one/tools/trebble-online-audio-editor-review.html,,true
triplo-ai,Triplo AI,Writing & Content,"Complete Triplo AI review covering features, pricing, and exclusive super deal",Triplo AI is an excellent solution for Users wanting AI everywhere.,super deal vs Subscription,false,destination-checked,2026-09-22,https://artificial.one/tools/triplo-ai-review.html,,true
unmixr-ai,Unmixr AI,Writing & Content,"Complete Unmixr AI review covering features, pricing, and exclusive lifetime deal",,lifetime deal,false,destination-checked,2026-09-22,https://artificial.one/tools/unmixr-ai-review.html,,true
upgrade-chat,Upgrade.Chat,Business software,AI-relevant AppSumo catalogue record for Upgrade.Chat; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/upgrade-chat.html,,true
utobo,utobo,AI writing,AI-relevant AppSumo catalogue record for utobo; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/utobo.html,,true
uuki,UUKI,AI writing,AI-relevant AppSumo catalogue record for UUKI; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/uuki.html,,true
vbout,VBOUT,Marketing automation,AI-relevant AppSumo catalogue record for VBOUT; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/vbout.html,,true
vicodo,Vicodo,AI video,AI-relevant AppSumo catalogue record for Vicodo; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/vicodo.html,,true
vidboard,vidBoard,Business software,AI-relevant AppSumo catalogue record for vidBoard; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/vidboard-ai.html,,true
videopeel,VideoPeel,AI video,AI-relevant AppSumo catalogue record for VideoPeel; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/videopeel.html,,true
vidjet,Vidjet,AI video,AI-relevant AppSumo catalogue record for Vidjet; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/vidjet.html,,true
vidpopup,Vidpopup,AI video,AI-relevant AppSumo catalogue record for Vidpopup; verify current features and terms on the destination.,Buyers evaluating a currently available AI or automation offer.,Check current AppSumo price and terms,false,destination-checked,2026-09-22,https://artificial.one/appsumo-guides/vidpopup.html,,true
